Pitcher,PitcherTeam,Overall_StuffPlus,Overall_PitchingPlus,Total_Pitches,Num_Pitch_Types,Avg_Velocity,Avg_Extension
Hunter Maddox,EC,92.5,95.9,160,5,82.0,5.9
Cameron Heuer,REN_POL,97.0,95.9,20,3,82.9,5.6
Max Mendes,CAL_MAT,98.9,95.9,640,7,84.6,5.1
Andrew Zellers,UNI_SAI1,105.0,95.8,63,4,84.8,5.4
Austin Cupic,SAN_DON,90.4,95.8,302,5,82.0,6.1
Daniel Kormylo,TRE_VAL,92.7,95.8,66,4,80.4,6.2
Trey Simpkins,UNI_MOB,79.3,95.8,23,2,73.5,6.1
Gavin Jones,KS_GF,100.2,95.8,386,6,88.2,5.6
Hank Krift,ELO_PHO,98.9,95.8,854,5,86.2,6.3
Grant Van Rossum,TUS_PIO,83.1,95.8,7,2,75.4,5.5
Kewan Braziel,TEX_TIG,92.2,95.8,279,5,78.1,5.0
Trey Sejnoha,DAR_GRE,103.3,95.8,210,6,84.7,5.2
Anthony Michaelis,WAK_TEC,89.5,95.8,29,3,79.0,4.6
Jacob Wolver,GVU_VIK,95.1,95.8,16,3,83.1,5.5
Richard Paltridge,SIE_SAI,88.0,95.8,31,6,80.2,6.4
Parker Munday,AKR_ZIP,92.7,95.8,177,4,78.0,5.9
Matthew James,LIN_UNI,90.7,95.8,81,5,86.9,6.3
Josh Hempleman,QUI_HAW,101.8,95.8,17,3,83.1,5.5
Brice Anders,TUS_PIO,92.4,95.8,613,6,82.3,5.5
Ian Kaiser,BIN_BEA,101.5,95.8,78,4,86.1,5.3
Max Meyer,EMB_EAG,109.0,95.8,15,3,85.5,5.5
Cameron Johnson,RUT_SCA,98.9,95.8,132,6,83.9,5.8
Tommy Mitchell,ELO_PHO,93.5,95.8,283,5,83.4,4.9
Nolan Ficklin,BYU_COU,105.7,95.8,327,5,83.6,4.9
Andrew Gaughan,REN_POL,95.1,95.8,16,4,81.6,6.4
Ryder Garino,SOU_GAM,95.9,95.8,376,6,87.4,6.8
Anthony Klein,SOU_RED,97.6,95.8,185,5,86.4,5.7
Carson Van Haaren,EKU_COL,98.5,95.8,791,8,84.1,5.3
Connor Hutchinson,BAL_CAR,100.7,95.8,302,4,87.3,5.4
Cole Thomas,USC_BEA,89.9,95.8,67,4,80.1,5.7
Jordan Savinon,FDU_KNI,97.7,95.7,163,5,83.0,5.8
Jacob Heath,WES_FLO5,94.8,95.7,96,2,89.9,6.1
Jackson Marcellus,GUI_QUA,84.7,95.7,34,1,76.0,5.7
Andrew Spaan,LEB_VAL,98.8,95.7,203,4,81.8,5.7
Luke Weber,ILL_ILL,104.1,95.7,147,6,87.1,5.9
Jacob Smith,LYN_UNI,100.9,95.7,26,4,82.6,6.6
Itai Spinoza,ELO_PHO,90.9,95.7,274,6,83.4,5.6
Matt Longo,SAC_PIO,82.0,95.7,10,2,81.0,5.5
Jacob Lapp,TUF_UNI,86.5,95.7,469,3,82.1,5.1
Justin Santiago,STM_GAE,93.3,95.7,395,8,84.6,5.8
Brant Wilson,HOW_PAY,75.9,95.7,6,1,73.0,5.1
Colin Hawkins,UIC_FLA,97.5,95.7,264,6,78.2,5.7
Owen Willard,PUR_FOR,99.3,95.7,137,5,79.1,5.7
Chris Batuyios,STJ_RED,97.7,95.7,340,5,84.4,6.3
Parker Morgan,MCN_COW,92.7,95.7,358,5,82.4,5.8
Ryland Howell,NCA_BUL,99.5,95.7,229,4,83.9,5.9
Will Gallagher,RID_BRO,84.3,95.7,21,5,78.5,5.2
Mihir Manerikar,D'Y_UNI,85.9,95.7,25,4,82.0,5.4
Norberto Toscano,CHA_COL,99.9,95.7,23,4,79.8,6.3
Hayes Melville,ARL_MAV,102.9,95.7,103,6,91.3,5.1
Brett Allen,REI_UNI,94.5,95.7,77,4,81.9,6.1
Evan Jackson,THO_M,97.1,95.7,122,5,83.3,5.4
George Donohoe,THO_MOR,89.5,95.7,40,4,74.9,5.4
Landon Castor,HIG_PAN,111.1,95.7,285,7,85.4,5.8
JJ Hollis,CAL_BEA,100.2,95.7,205,6,82.5,5.4
Caden Schrader,IND_SYC,102.7,95.7,73,3,86.2,5.6
Jake Kmiecik,CUM_PAT,95.9,95.7,228,5,86.6,5.7
Dawson Logie,MER_COL1,95.1,95.7,77,3,84.1,5.8
Luke Puffinbarger,ORA_GOL,98.7,95.7,159,5,86.6,6.2
Nathan Miller,UNI_DAL,87.4,95.7,39,2,82.0,5.9
Stuart Tharle,CUM_PAT,91.4,95.7,260,4,84.1,5.2
Owen Hannevig,MES_UNI,102.7,95.7,17,3,77.2,6.3
Jarrett Heilman,WRI_RAI,90.8,95.7,329,6,85.1,5.5
Brendan Callanan,ION_GAE,88.8,95.7,100,5,82.9,5.4
Stiles Begnaud,BRO_BEA,103.4,95.7,471,6,85.9,5.3
Lawrence Gallo,LIM_STO,89.4,95.7,30,3,79.9,5.6
Michael Bradshaw,MER_COL1,88.7,95.6,101,6,81.2,5.3
Cody Liscio,SAN_AZT,87.4,95.6,16,2,82.5,5.5
Matthew Cruz,RUT_SCA,93.1,95.6,365,5,84.7,6.1
Dawson Hensley,YOU_HAR,86.9,95.6,55,4,79.8,5.0
Trenton Shaw,GRA_TIG,119.3,95.6,70,3,87.5,6.7
Brad Grasser,MAN_JAS,93.0,95.6,259,5,79.1,5.2
Zack Marker,Irv_Val,87.7,95.6,79,5,80.4,5.0
Matthew Sargeant,NOR_BIS,91.8,95.6,284,6,86.0,5.7
Corban Little,USF_BUL,109.5,95.6,120,5,86.5,5.0
Zachary Leduc,BAL_CAR,97.4,95.6,157,5,82.8,6.0
Brailyn Cruz,MON_MUS,96.3,95.6,72,6,83.0,6.1
Matthew Bullard,UNI_MON,92.8,95.6,398,7,81.8,5.2
Preston Prince,RUT_SCA,114.9,95.6,410,4,91.0,6.2
Ben Bosse,TAR_TEX,100.7,95.6,63,4,85.6,5.7
Josh Souza,PAC_TIG,85.4,95.6,376,5,79.2,5.1
Luke Lycette,WIL_CAR,94.8,95.6,464,6,80.0,5.3
Jack Colucci,UNC_SPA,90.3,95.6,475,6,80.0,5.8
Josh Beezley,LIT_TRO,93.1,95.6,142,6,81.6,5.5
Blake Gollott,MIS_COL1,95.1,95.6,110,4,82.6,6.2
Owen Combs,MT._HOO,81.7,95.6,50,3,80.9,5.7
Colin Skermont,MOY_MOY,90.4,95.6,119,4,79.8,5.2
Amare McGown,SOU_JAG,94.5,95.6,66,5,82.9,5.5
Jesus Portillo,FLO_MEM,101.9,95.6,43,3,84.4,5.8
Isaiah Ducasse,BET_WIL,100.4,95.6,90,4,85.9,6.1
Adrian Montenegro,HIG_PAN,85.4,95.6,484,7,77.6,4.8
Jake Larson,LAN_BEA,96.9,95.6,87,3,82.4,6.2
Michael Pirrello,LON_DIR,103.2,95.5,25,3,82.5,5.7
Dane Armson,RIC_SPI,86.5,95.5,146,7,82.3,6.2
Mason Hartle,CSI_EAG,88.7,95.5,336,6,80.3,5.4
Hunter Hoxie,RUT_SCA,101.7,95.5,161,5,81.2,5.0
Brady Bendik,NAV_MID,86.0,95.5,904,6,79.4,5.6
Brett Sherrard,BUT_BUL,95.7,95.5,138,3,81.4,6.5
Carter Degondea,GEO_EAG,97.0,95.5,152,3,85.7,5.4
Christian Peneck,LIN_MEM,88.0,95.5,57,3,82.4,6.8
Nathan Schikore,WIL_BEA,82.9,95.5,86,3,76.4,5.7
Mathew Murtagh,NOR_AGG,99.1,95.5,247,7,86.1,5.5
Jack Nash,CLE_CLE2,104.1,95.5,216,5,87.9,6.0
Marcus Botelho,SIE_SAI,93.1,95.5,31,5,82.4,6.5
Jake Thielen,TEX_A&M1,93.3,95.5,62,3,82.4,6.1
Evan Celuch,CAR_EAG,89.3,95.5,5,2,74.3,5.8
Diego Sarabia,BAT_COL,94.8,95.5,97,4,85.6,6.3
Payton Doyle,KEN_OWL,114.9,95.5,24,3,84.1,5.6
Caleb Morrison,UNI_PIK,81.3,95.5,29,4,79.6,6.4
John McCready,HOF_PRI,80.7,95.5,20,7,80.8,5.2
Callum Young,POR_PIL,93.5,95.5,66,3,82.4,5.6
Brandon Mann,MIC_WOL,100.4,95.4,183,7,85.9,5.5
Carter Simonson,DAK_COU,89.9,95.4,41,3,75.9,4.6
Chad Falcon,STJ_RED,87.6,95.4,334,6,76.3,5.0
Logan Long,HOP_INT,102.0,95.4,30,3,77.5,5.7
Sebastian Garrido,BET_WIL,104.6,95.4,123,5,84.1,5.2
Evan Hamberger,UCO_HUS,95.6,95.4,132,4,86.8,4.5
Aiden Duggan,CAM_UNI1,99.4,95.4,30,3,77.8,6.2
Trevor Rector,CSD_TRI,88.2,95.4,25,5,85.1,5.1
David Lally,MIC_WOL,101.8,95.4,1202,8,86.7,5.7
Brooks Gorman,GEO_PAN,100.1,95.4,359,4,85.6,5.7
Evan Rossi,SET_HIL,100.0,95.4,115,4,86.5,5.3
Ozzie Martinez,STU_BOB,114.9,95.4,75,4,90.0,5.0
Henry Ortiz,TOW_TIG,95.6,95.4,111,5,82.1,5.6
Nicholas Espinola,ALA_ANM,89.6,95.4,179,4,82.3,4.8
Bryan Masterson,ROC_CHR,89.3,95.4,78,4,76.1,5.4
Drew Leach,BAY_BEA,94.0,95.4,92,6,87.5,6.2
Presley Monteforte,MEX_LOB,95.2,95.4,470,6,81.2,4.7
Justin Gunter,LON_LAN,88.7,95.4,476,8,83.2,6.0
Axel Johnson,GEO_HOY,105.9,95.4,77,6,82.5,5.3
Dylan Hoerner,UNI_FOR,80.0,95.4,21,2,77.2,6.0
Nyle Banks,SOU_JAG,109.2,95.4,113,6,88.0,6.3
Seth Sharpe,CAT_IND,88.3,95.3,132,7,83.7,6.2
Adam Metivier,PIE_LIO,81.0,95.3,75,3,73.2,6.2
Brode Susce,JMU_DUK,97.1,95.3,223,7,83.0,6.0
Bryce Intagliata,CSI_EAG,88.8,95.3,520,5,78.9,6.3
Tristan Dietrich,FLO_PAN,107.1,95.3,255,8,86.1,5.7
Zac Colletti,ARL_MAV,99.7,95.3,112,5,84.4,5.1
Austin Fox,MOU_VER1,98.4,95.3,102,3,79.6,6.9
Mac Kimel,HIG_PAN,92.2,95.3,201,6,77.1,5.6
Luke Payne,TEN_VOL,101.2,95.3,75,3,87.1,5.8
Daniel Kanagy,VIR_WIS,91.7,95.3,96,5,82.9,5.5
Jackson Wilson,DEL_STA,94.8,95.3,24,4,82.3,5.8
Victor Christal,MIZ_TIG,104.4,95.3,221,5,85.1,5.3
Logan Hamm,LAM_CAR,96.0,95.3,80,5,86.4,5.6
Cade Shumard,NMS_AGG,102.2,95.3,167,4,83.6,5.7
Drew Politte,BRA_BRA,94.8,95.3,497,8,84.2,5.9
Phineas Scott,WM_TRI,93.5,95.3,162,5,81.9,5.5
Justin Doyle,STE_INS,99.3,95.3,95,3,82.4,6.2
Tate Collins,CEN_BEA,103.4,95.3,16,3,89.9,6.3
Kade Hansen,UTS_EAG,88.7,95.3,98,4,77.7,5.3
Ryan Martinez,DIX_STE,88.3,95.3,753,5,82.8,6.3
Nathaniel Bergeron,COA_COU,100.8,95.3,76,2,85.6,6.1
Michael Daniel,JAC_GAM,95.9,95.3,49,4,83.5,6.0
Jared Burrows,BRY_BUL,94.6,95.2,148,5,79.6,5.5
Tyler Prystajko,SAN_DON,100.4,95.2,234,7,80.5,5.7
Ryan Iveson,CHA_UNI,88.6,95.2,123,3,77.0,6.7
Gino Cozzi,UNI_MON,101.8,95.2,497,7,82.7,5.3
Colby Guy,NCA_BUL,104.6,95.2,170,8,85.2,6.0
TJ Curley,STO_COL,86.1,95.2,92,4,77.9,6.3
Brady Strawmyer,ROS_FIG,90.6,95.2,91,4,84.2,6.2
Cameron Nielson,UTA_UTE,95.2,95.2,341,8,85.5,5.6
Chris Canada,SAN_AZT,100.6,95.2,195,5,81.6,5.6
Owen Schexnaydre,LOU_BUL,91.3,95.2,51,4,87.3,7.0
Jake Pemble,BRA_BRA,97.3,95.2,187,7,75.1,5.0
Caden Pearlman,CAL_MUS,104.5,95.2,97,5,85.1,6.4
Vincent Gohlke,UIC_FLA,102.0,95.2,83,3,83.1,6.3
Coen Laroux,CEN_COL1,87.1,95.2,109,5,77.1,4.9
Jake Young,LIM_STO,93.4,95.2,35,3,84.6,5.4
Anthony Tellez,MEN_COL,97.1,95.2,21,4,87.1,6.2
Tyler Longoria,STJ_RED,93.1,95.2,239,4,82.6,6.0
Otto Franz,CON_TOR,82.0,95.2,100,5,78.4,5.5
Garrett Emerick,MAN_MOU,95.5,95.2,89,4,79.9,5.8
Remington Robbins,SLC_CCB,90.7,95.2,42,4,81.7,6.0
Connor McAllister,YOU_HAR,86.1,95.2,44,3,82.4,6.1
Jack Volo,GEO_HOY,95.2,95.2,194,7,81.6,5.8
Riley Cruce,MER_BEA,102.3,95.2,185,6,83.1,5.1
Joey Cirelli,ULM_WAR,87.6,95.2,727,6,84.7,6.5
Cade Perkins,SOU_RED,93.1,95.2,122,7,80.8,5.7
Orion Marshall,SHE_UNI,96.0,95.2,205,6,78.8,6.2
Drew Howard,YOU_HAR,98.6,95.2,430,8,86.4,5.9
Kobe Allen,SLU_BILL,106.7,95.2,57,3,87.1,5.7
Carter Payne,PRE_BLH,88.4,95.1,423,8,83.7,5.5
Jake Turley,FRE_PAC,88.6,95.1,137,6,78.8,5.9
Jace Cunnane,TOW_TIG,87.5,95.1,371,8,79.9,5.3
Kyle Mandirola,MON_MUS,84.9,95.1,66,4,77.4,5.9
Chris Canavan,SAN_AZT,95.8,95.1,299,4,84.7,6.1
Brock Roundy,DIX_STE,93.2,95.1,553,4,82.3,5.9
Bryce Padilla,SAN_BRO,105.7,95.1,64,7,88.4,5.5
Brian Garmon,SAL_JAG,101.5,95.1,169,5,88.9,6.2
Aiden Melvin,ADR_COL,73.9,95.1,17,1,75.3,5.3
Kyle Miller,LON_LAN,97.5,95.1,532,6,86.1,5.2
Mason Brown,GEO_COL1,92.0,95.1,415,5,79.1,5.2
Titus Von Kapff,PAN_COL,91.0,95.1,507,6,83.7,5.2
Trae Awbery,MIL_COM,89.2,95.1,46,3,77.7,4.9
Cade Wiegert,NOR_BIS,104.1,95.1,102,6,85.5,6.4
Brayden McCollough,VCU_RAM,98.4,95.1,236,5,85.9,6.1
Brandon King,UTM_SKY,94.7,95.1,269,5,84.4,6.0
Konnor Myatt,RLC_WRS,90.4,95.1,27,3,79.3,5.2
Hector Escobar,DAY_FLY,99.8,95.1,219,8,84.2,5.2
Michael Niro,WAL_UNI,85.6,95.1,48,3,79.5,5.7
Landon Scruggs,ALA_LIO,100.6,95.1,43,4,83.9,4.9
Dillon Manthei,IOW_CEN,89.3,95.1,9,2,76.7,5.6
Trey Todd,ASB_UNI,90.1,95.1,34,3,81.4,6.4
Thomas Quinn,ALB_GRE,93.8,95.0,186,5,80.3,5.7
Luke Matlock,CYP_CHR,88.7,95.0,23,2,81.8,5.5
Bryce Greene,FLO_PAN,102.8,95.0,157,7,87.1,5.5
Andrew Cheripka,MSM_MTN,97.5,95.0,149,4,81.8,6.1
Kaden Straily,COP_STA,84.8,95.0,89,4,76.8,5.2
Josh Hickey,WES_COL,87.6,95.0,177,3,82.9,5.5
David Moore,AKR_ZIP,89.7,95.0,375,7,83.8,6.6
Miles Corocan,CLE_CLE2,100.2,95.0,86,3,87.2,4.8
Micah Wells,STJ_HAW,98.9,95.0,193,7,83.7,6.0
JT Landwehr,POR_PIL,94.6,95.0,332,4,83.5,5.5
TJ Swidorski,COR_BRE,89.6,95.0,86,4,80.5,5.8
Seth Edgerton,BEL_ABB,96.1,95.0,99,7,83.6,6.0
Jack Frankel,LIB_FLA,91.8,95.0,503,9,84.7,5.5
Trey Barkman,OHI_BOB,89.5,95.0,186,7,79.6,5.4
David Jeon,ABI_WIL,93.7,95.0,188,6,84.6,6.2
Connor Shouse,GIT_YEL,110.4,95.0,61,4,90.0,6.4
Dalton Alford,FRE_PAC,85.9,95.0,233,5,79.4,6.7
Davis Franklin,SAN_BRO,103.2,95.0,85,4,82.2,6.3
Andrew Banda,CYP_CHR,96.0,95.0,147,7,81.8,5.1
Seth Parker,LEE_UNI,86.2,95.0,218,5,81.9,6.2
Adam Horvath,JMU_DUK,89.8,94.9,448,8,84.4,6.0
Nolan Reiman,MIL_UNI3,80.9,94.9,35,4,80.8,5.3
Alex Rosario,LOU_CAJ,96.4,94.9,66,6,80.0,4.7
Ryan Bradley,RUT_SCA,111.1,94.9,102,4,83.5,5.8
Jacob Peters,UNI_ALA,94.7,94.9,138,4,82.9,5.3
Erick Gonzales,JAC_TIG,93.9,94.9,178,5,79.8,5.4
Zachary Zajac,REN_POL,100.7,94.9,19,3,78.4,5.4
Caden Richardson,LIN_BEN,80.1,94.9,55,3,79.8,5.6
Devin Fletcher,CHA_GOL,95.2,94.9,25,3,87.5,6.7
Cade Schneider,EKU_COL,99.8,94.9,257,5,84.4,5.8
Jake Short,ERS_COL,86.9,94.9,68,4,79.6,5.5
Carson Mellott,UNI_FIN,99.8,94.9,86,3,82.1,5.7
Connor McCreery,TEX_LON,128.4,94.9,38,3,89.9,4.9
Luca Alagheband,HAR_CRI,105.7,94.9,335,9,84.0,5.5
Nate Baxter,HAR_CRI,108.1,94.9,15,3,79.2,5.3
Ethan Van Sice,COR_BRE,105.6,94.9,173,6,86.1,5.6
Griffin Davis,GEO_COL1,91.3,94.9,196,5,81.9,5.2
Cam Emmons,AUG_COL,84.3,94.9,12,2,81.9,5.6
Cole Noreuil,JOH_LOG3,99.1,94.9,118,3,87.2,6.4
Zach Garber,NEV_WOL,95.2,94.9,129,5,87.7,6.1
Anthony Gonzalez,LEH_MOU,92.0,94.9,37,3,81.3,5.4
Aiden Smith,IOW_CEN,93.9,94.9,84,4,84.1,5.9
Ahmar Donatto,PRA_PAN,85.2,94.9,60,3,84.5,6.6
Wes Hunt,TRO_T,90.6,94.9,328,7,83.0,7.0
Hunter Colagrande,SBU_SEA,106.0,94.9,74,4,86.2,6.1
Hector Alejandro,UCO_HUS,95.1,94.8,194,4,84.0,6.2
Kyle Klaric-Schell,DAR_GRE,105.6,94.8,244,8,86.6,5.9
Eddie Taylor,HAM_COL1,96.6,94.8,23,3,75.9,4.9
Jack Meek,CAL_AGO,90.6,94.8,80,5,82.6,5.6
Joshua Milleville,RAD_HIG,97.5,94.8,513,7,86.7,5.3
Anthony Lopossay,CLE_CLE2,93.4,94.8,95,3,86.9,4.9
Heitaro Hayashi,WAG_SEA,87.1,94.8,50,4,78.9,5.0
Jack Brooker,QUN_RYL,98.3,94.8,328,7,84.0,5.6
Cort Lowry,TAR_TEX,103.8,94.8,115,6,85.6,6.0
Andrew Grove,CAL_ANT,97.6,94.8,29,3,83.6,5.8
Nick Wimberly,FAU_OWL,105.4,94.8,21,2,90.4,6.4
Henry Stewart,SAN_BRO,96.4,94.8,453,6,81.6,6.2
JD Garner,FLO_RAT,99.3,94.8,34,2,78.5,5.3
Kaden Bertrand,THO_C,97.3,94.8,14,4,81.8,5.3
Chase Golden,QUI_HAW,108.2,94.8,27,2,83.3,5.2
Joseph Perez,CHA_UNI1,98.4,94.8,62,3,81.5,5.3
Ian Hawk,CLE_CLE2,86.4,94.8,197,5,79.9,5.2
SIlas Jones,SOU_WES,96.9,94.8,459,5,81.4,5.5
Michael Bilo,GEO_PAT,93.0,94.8,219,5,83.3,4.9
Gardner Meeks,GEO_PAT,91.3,94.8,652,9,74.6,5.4
Kellan Heney,RIC_SPI,82.5,94.8,88,9,78.6,6.1
Trevor Sharp,SHE_UNI1,94.1,94.8,81,4,80.9,5.6
Tanner Gerdes,SIU_SAL,104.8,94.8,109,8,87.9,5.8
Jordan Silvestri,IMM_UNI,88.6,94.8,61,1,75.9,5.6
Everett Garber,BUC_BIS,99.0,94.8,236,4,85.4,5.9
Dominic Rolla,CLA_CLA,94.2,94.8,166,5,82.8,5.3
Anthony Rizo,JOL_JUN,78.1,94.8,8,2,76.4,5.1
Aaron Massie,NOK_NOR,107.7,94.8,241,6,83.0,5.4
Luka Pintar,SAN_AZT,88.9,94.8,335,6,80.1,6.1
Josh Wise,CHO_UNI,86.7,94.8,131,5,81.2,5.2
Karter Muck,ARI_WIL,102.1,94.8,17,2,93.2,5.6
Elliott Rossell,WES_HIL,99.3,94.7,55,4,87.1,5.7
Matthew Davis,WIL_CAR,100.9,94.7,370,3,82.7,5.5
Louis Cespedes,MER_COL1,91.2,94.7,67,4,81.4,5.9
Wilbur Berrios,NCB,87.9,94.7,157,3,84.9,5.8
Nathan Stein,STJ_HAW,95.0,94.7,348,6,82.5,5.5
Brandon Mikos,YSU_PEN,94.7,94.7,386,5,83.6,5.7
Felix Ong,FLA_GAT,105.0,94.7,57,3,86.7,6.0
Drew Stegura,BEL_ABB,100.5,94.7,221,7,83.1,5.7
Alec Hershberger,TRO_T,96.2,94.7,151,5,79.7,5.0
Josiah O'Bannon,FRE_PAC,97.4,94.7,347,8,84.0,5.3
Will May,RHO_COL,89.8,94.7,86,3,76.5,6.4
Ty Davis,BRY_BUL,93.9,94.7,146,5,85.6,5.5
Robbie Stewart,FOR_RAM,96.6,94.7,658,8,84.4,5.4
Jaime Gonzalez,STU_BOB,89.0,94.7,326,6,81.5,5.2
Oliver Ward,BEL_KNI,85.0,94.7,312,5,83.7,7.0
Arthur Liu,LON_DIR,100.1,94.7,48,3,87.8,5.3
Dalton Soergal,MID_UNI,90.8,94.7,34,4,80.4,5.8
Robert Fernandez,RIC_OWL,94.0,94.7,186,4,86.2,6.2
Cal Rutherford,EMU_EAG,91.2,94.7,126,4,81.5,5.7
James Clark,BAB_COL,105.5,94.7,23,2,86.7,5.3
Easton Bobb,THO_M,93.9,94.7,103,7,84.1,5.0
Nathan Myers,UNI_COL,86.9,94.7,37,3,81.7,5.6
Blayne Lyne,TEX_AGG,110.3,94.7,8,2,86.7,6.6
Thomas Burke,GEO_EAG,99.9,94.6,546,5,87.6,5.7
Shadai Colon,ALA_HOR,101.3,94.6,327,6,80.4,5.3
Thomas Martorano,MAI_BLA,99.2,94.6,117,7,83.0,6.6
Gavin Richardson,EC,87.6,94.6,194,5,79.4,4.5
Bryce Berkemeier,GRA_COL,92.5,94.6,18,2,74.4,6.2
Glenn Smith,RIC_SPI,91.2,94.6,316,6,83.0,5.7
Charlie Collins,WCC,91.0,94.6,70,3,80.8,5.9
Tate Jones,ETS_BUC,89.3,94.6,114,5,82.4,5.3
Blaine Zeplin,STE_LUM,108.6,94.6,87,4,85.4,6.1
Logan Harrell,TNU,93.9,94.6,88,3,85.5,6.5
Logan Larrance,WOU_WOL,91.6,94.6,63,3,80.5,6.7
Nick Noble,FDU_KNI,92.9,94.6,155,6,77.8,4.8
Ray Huke,COL_LION,96.2,94.6,246,7,85.1,5.7
Andrew Miller,NIC_COL,96.5,94.6,48,5,86.2,6.2
Sean Cole,TRE_VAL,88.1,94.6,83,5,80.4,5.0
Dalton Brown,LAF_LEP,112.6,94.6,41,4,86.2,6.8
Parker Newby,GRA_COL,96.4,94.6,71,2,80.6,6.0
Brody Fahnestock,OAK_GOL,97.3,94.6,488,9,82.2,5.8
Eli Jackson,UNI_COL,87.1,94.6,58,3,78.5,5.1
Malachi Duka,LEB_VAL,102.0,94.6,203,6,84.8,6.4
Bruno Banuelos,SAC_DON,94.6,94.6,59,4,82.7,5.1
Kayden Shivers,LOR_DUH,89.1,94.6,52,3,79.4,6.0
Charlie Nichols,LOY_UNI,92.0,94.6,60,3,85.5,5.9
Ryan Kruse,VAL_CRU,100.4,94.6,446,10,82.1,5.5
Carter Boyd,APP_MOU,99.1,94.6,244,6,89.0,4.8
Jacob LeBlanc,NOR_DEM,110.4,94.5,98,4,88.0,5.6
Maret Drye,WCC,106.1,94.5,55,2,85.3,6.5
Hunter Holmes,WIC_SHO,100.2,94.5,178,6,84.0,6.6
Kaden Pfeffer,MIA_RED,93.6,94.5,398,6,79.3,5.7
Andrew Sliwkowski,UMA_AMH,103.6,94.5,199,6,85.1,5.2
Jake Guidry,BOS_PAR,114.6,94.5,31,2,89.0,5.3
Alex Navarette,UNL_REB,96.8,94.5,262,6,82.8,5.6
AJ Valle,COL_LION,99.8,94.5,89,4,81.0,5.2
Evan Wilde,NIA_EAG,89.5,94.5,131,4,80.5,6.4
Ryan Kroepel,DIX_STE,98.4,94.5,176,6,84.5,5.5
Jett Slepak,AKR_ZIP,98.6,94.5,304,5,83.2,5.9
Braydon Wooldridge,CAL_AGO,102.6,94.5,54,4,82.6,5.2
Conor Wolf,STB_BON,88.6,94.5,121,4,76.1,4.6
Jason Davis,WEA_WEA,86.1,94.5,53,4,86.4,4.8
Michael Poncini,QUI_BOB,107.9,94.5,289,5,82.1,5.8
 Sanchez,BET_WIL,82.8,94.5,2,2,83.7,5.1
Brant Stuber,AUS_COL,82.2,94.5,32,3,85.2,6.0
Landon Sexton,USC_UPS,102.3,94.5,179,6,83.8,5.4
Nadell Booker,GEO_HOY,87.6,94.5,201,6,80.0,6.1
Jaxson Davis,JAC_GAM,92.0,94.5,306,8,87.7,5.9
Alex Fitz-Hugh,HAM_COL,82.6,94.5,9,1,80.6,5.4
Jacob Clark,NEW_WLV,84.5,94.5,47,4,81.6,6.2
Tyler Patrick,FRE_BUL,89.2,94.5,395,8,84.6,5.5
Sam Stockman,UTA_UTE,93.4,94.5,94,7,78.3,5.0
Adrian Arellano,LON_BEA,90.9,94.5,84,4,73.9,5.2
Chad Stanchfield,CAN_COU,90.9,94.5,39,4,83.4,5.2
Evan Cooke,LIP_BIS,102.3,94.5,195,5,88.1,6.0
Adrian Abad,SOU_WES1,90.1,94.4,121,5,80.2,5.4
Kyle Mueller,PRE_BLH,90.7,94.4,677,6,84.7,6.4
Jacob Gomberg,FLA_GAT,105.1,94.4,43,3,84.6,5.0
Hunter Word,EMO_HEN,84.2,94.4,44,3,78.1,6.5
Brett Edwards,RED_UNI,86.7,94.4,63,3,82.3,6.2
Zac Martin,CAM_CAM,103.9,94.4,133,4,90.2,5.8
Cal Amborn,SAN_DON,93.9,94.4,376,6,85.3,5.9
Cameron Goffar,TEN_WES,96.0,94.4,113,3,86.0,5.8
Bobby McDonough,UMA_AMH,91.1,94.4,207,5,84.4,5.2
Payton Casey,UNI_FOR,84.6,94.4,72,6,77.7,6.0
Caden Greanead,ABI_WIL,95.9,94.4,357,5,83.0,5.4
David Boisvert,DUK_BLU,99.7,94.4,53,3,87.4,5.9
Aidan Carr,CEN_COL,84.8,94.4,82,2,76.0,5.4
Isaiah Jones,TUS_TUS,90.4,94.4,41,7,74.4,5.5
Adrian Roman,UNI_MOB,91.7,94.4,78,3,84.3,6.0
Shea Walker,NCA_BUL,85.4,94.4,314,7,82.3,6.1
Landon Waugh,MOR_EAG,102.5,94.4,483,7,84.9,5.5
Thomas Skipper,NOR_GRE,87.3,94.4,110,3,85.2,4.9
Trent Jenks,HOF_PRI,86.7,94.4,228,6,83.3,5.5
Andrew Dukesherer,EMU_EAG,90.9,94.3,28,3,85.2,5.5
Kristofer Hokenson,MIN_GOL,102.2,94.3,23,3,83.5,5.7
Doug Crystal,CYP_CHR,101.8,94.3,38,3,86.8,5.3
Rob Dorn,LAF_LEP,90.3,94.3,127,4,84.2,6.6
Austin Tarpley,SOU_ARK2,82.0,94.3,17,3,82.4,5.6
Logan Garren,PAN_COL,90.5,94.3,182,5,83.3,5.8
Wyatt Stone,LIM_STO,89.7,94.3,107,5,83.0,5.9
Jamison Lewis,DEP_UNI,79.7,94.3,10,2,78.2,5.8
Jake Anderson,GEO_HOY,105.1,94.3,169,8,85.1,4.8
Robert Bonilla,UTR_VAQ,96.4,94.3,310,5,89.3,6.3
Jack Garza,BLI_JC,95.6,94.3,72,4,81.6,7.0
Caden Byers,UNL_REB,94.0,94.3,209,6,85.1,6.0
