Pitcher,PitcherTeam,TaggedPitchType,StuffPlus,PitchingPlus,Pitch_Count,Avg_Velocity,Avg_InducedVert,Avg_HorzBreak,Avg_SpinRate,Avg_Extension,Avg_RelHeight,Avg_RelSide
Kellan Knox,ORE_DUC,FourSeamFastBall,88.3,144.2,4,91.1,15.2,9.7,2339.7,6.4,5.7,1.3
Kellan Montgomery,LON_DIR,Slider,109.7,113.2,174,80.2,-2.1,-6.1,2382.8,5.4,5.4,2.1
Kellan Montgomery,LON_DIR,Fastball,89.4,102.5,157,89.5,14.9,13.9,2147.5,6.1,5.5,1.6
Kellan Montgomery,LON_DIR,ChangeUp,106.7,118.1,152,81.6,7.9,17.9,1535.6,5.7,5.5,2.0
Kellan Montgomery,LON_DIR,TwoSeamFastBall,87.1,101.0,142,88.6,13.4,16.3,2113.4,6.2,5.6,1.8
Kellan Montgomery,LON_DIR,Sinker,93.4,107.2,32,88.5,10.7,18.1,2061.1,6.4,5.5,2.3
Kellan Montgomery,LON_DIR,Curveball,106.8,133.7,10,80.7,-6.8,-7.8,2424.4,4.8,5.2,1.4
Kellan Montgomery,LON_DIR,Other,67.8,52.5,1,,,,,,,
Kellan Oakes,ORE_BEA,Fastball,111.4,110.2,214,93.0,16.4,14.8,2245.2,5.8,5.7,2.5
Kellan Oakes,ORE_BEA,Slider,129.0,119.3,121,81.8,3.0,-14.1,2485.2,5.3,5.6,2.8
Kellan Oakes,ORE_BEA,Sinker,96.9,105.4,63,92.2,9.7,16.5,2235.5,5.9,5.5,2.6
Kellan Oakes,ORE_BEA,Sweeper,114.6,119.4,15,81.9,3.7,-15.4,2602.0,5.4,5.7,2.9
Kellan Oakes,ORE_BEA,ChangeUp,101.0,62.3,13,89.8,5.3,16.9,1618.1,5.8,5.5,2.4
Kellan Oakes,ORE_BEA,Knuckleball,108.6,83.2,1,81.0,-3.8,-9.3,2468.4,5.1,5.6,3.0
Kellen Bourne,UNI_BRI,Fastball,84.8,99.3,50,82.9,18.8,9.2,1958.2,6.1,6.1,1.8
Kellen Bourne,UNI_BRI,Slider,98.1,101.0,15,75.6,9.1,-4.5,2207.6,5.6,6.1,2.0
Kellen Bourne,UNI_BRI,ChangeUp,91.5,96.1,8,78.6,15.2,16.2,1855.6,6.1,6.0,1.9
Kellen Curtis,NEW_UNI,Fastball,75.9,77.0,6,83.7,15.2,-7.7,1874.1,6.5,6.4,-1.1
Kellen Curtis,NEW_UNI,Slider,104.7,108.1,6,73.0,0.7,10.3,2124.9,6.0,6.4,-1.2
Kellen Curtis,NEW_UNI,ChangeUp,93.4,102.3,3,79.5,7.9,-12.5,1424.6,6.3,6.4,-1.0
Kellen Curtis,NEW_UNI,Curveball,95.9,17.5,1,72.1,-2.5,6.4,2133.1,6.1,6.4,-1.2
Kellen Davis,OLD_MON,Slider,110.5,118.3,136,78.8,-1.6,0.6,2173.9,4.9,6.3,0.3
Kellen Davis,OLD_MON,Curveball,108.6,109.4,53,78.0,-2.5,1.1,2191.5,5.0,6.3,0.3
Kellen Davis,OLD_MON,Fastball,80.2,83.0,50,86.4,16.0,7.7,2073.9,5.4,6.3,0.3
Kellen Davis,OLD_MON,Undefined,106.2,116.8,13,81.7,3.9,4.0,2146.2,4.9,6.4,0.1
Kellen Davis,OLD_MON,ChangeUp,110.2,122.2,12,78.2,-2.2,1.7,2159.6,5.2,6.2,0.3
Kellen Davis,OLD_MON,FourSeamFastBall,94.7,115.3,6,87.7,18.2,2.9,2117.0,5.3,6.1,0.2
Kellen Davis,OLD_MON,Cutter,113.0,84.5,3,78.9,1.2,3.0,2145.5,5.0,6.0,0.3
Kellen Gradisar,LEN_BEA,ChangeUp,102.0,106.9,207,76.3,-2.7,14.2,1382.5,6.0,4.8,1.8
Kellen Gradisar,LEN_BEA,Fastball,89.8,103.8,129,86.8,10.8,18.9,1999.9,6.1,5.0,1.7
Kellen Gradisar,LEN_BEA,Slider,106.1,111.6,116,77.2,2.6,-7.4,2048.8,5.6,5.0,1.8
Kellen Gradisar,LEN_BEA,FourSeamFastBall,90.1,85.2,37,87.2,10.5,18.5,1970.0,6.0,5.0,1.6
Kellen Gradisar,LEN_BEA,TwoSeamFastBall,91.6,97.2,33,87.0,6.9,19.5,1955.2,6.0,4.9,1.7
Kellen Gradisar,LEN_BEA,Cutter,112.4,150.0,2,76.7,7.1,-2.5,2062.4,5.7,4.8,2.0
Kellen Gradisar,LEN_BEA,Curveball,107.1,172.5,1,77.4,0.9,-14.6,1992.2,5.7,5.0,1.6
Kellen Gradisar,LEN_BEA,OneSeamFastBall,94.9,142.0,1,87.6,5.0,20.4,2091.6,6.0,5.0,1.5
Kellen Gradisar,LEN_BEA,Undefined,67.8,63.8,1,,,,,,,
Kellen Moore,LAF_LEP,Fastball,87.2,89.1,240,87.9,17.5,13.0,1908.9,6.6,6.3,1.5
Kellen Moore,LAF_LEP,Splitter,119.1,113.1,78,81.1,5.6,12.4,1111.6,6.7,6.2,1.6
Kellen Moore,LAF_LEP,Slider,108.2,83.1,60,75.2,2.3,-10.8,2169.0,6.4,6.1,1.8
Kellen Moore,LAF_LEP,FourSeamFastBall,104.0,105.0,37,89.5,19.4,16.1,2103.9,6.6,6.3,1.5
Kellen Moore,LAF_LEP,Curveball,103.2,65.3,15,74.0,-2.6,-8.9,2135.1,6.2,6.3,1.6
Kellen Moore,LAF_LEP,ChangeUp,108.9,108.4,14,81.9,7.0,14.2,1196.2,6.6,6.1,1.6
Kellen Moore,LAF_LEP,Sinker,99.7,58.4,3,83.7,8.8,9.5,1243.3,6.0,6.2,1.7
Kellen O'Connor,CIN_BEA,Fastball,111.1,116.3,553,90.7,16.8,-16.1,2438.5,5.1,5.4,-0.5
Kellen O'Connor,CIN_BEA,ChangeUp,107.1,112.7,282,80.7,6.0,-14.1,1704.9,5.2,5.1,-0.8
Kellen O'Connor,CIN_BEA,Slider,114.5,116.8,210,80.0,0.2,0.5,2373.3,4.9,5.2,-0.6
Kellen O'Connor,CIN_BEA,Curveball,116.1,144.6,10,80.5,-1.5,3.8,2427.2,4.6,5.2,-0.5
Kellen O'Connor,CIN_BEA,Undefined,67.8,63.8,4,,,,,,,
Kellen O'Connor,CIN_BEA,Other,67.8,52.5,2,,,,,,,
Kellen O'Connor,CIN_BEA,FourSeamFastBall,103.9,108.1,1,91.6,15.8,-17.3,2467.7,4.9,5.4,-0.3
Kellen Roberts,EVA_ACE,Fastball,94.8,94.5,205,88.8,18.3,7.5,2156.1,6.3,5.7,1.2
Kellen Roberts,EVA_ACE,Slider,112.3,112.5,176,79.6,-4.9,-12.3,2802.3,5.4,5.5,1.5
Kellen Roberts,EVA_ACE,Curveball,110.6,116.5,148,78.4,-7.0,-15.0,2863.0,5.4,5.5,1.6
Kellen Roberts,EVA_ACE,FourSeamFastBall,101.2,99.8,57,88.8,19.2,8.4,2220.8,6.2,5.6,1.3
Kellen Roberts,EVA_ACE,Cutter,104.4,103.6,54,86.1,10.7,-1.8,2334.1,5.8,5.6,1.1
Kellen Roberts,EVA_ACE,ChangeUp,107.2,93.6,47,78.3,6.9,12.0,1470.0,6.2,5.2,2.1
Kellen Roberts,EVA_ACE,Sinker,100.9,139.7,3,83.6,5.7,7.4,2177.7,6.0,5.3,1.7
Keller Morey,LAG_RAN,ChangeUp,73.4,66.5,16,75.1,9.8,-7.7,1357.6,5.9,5.5,-2.2
Keller Morey,LAG_RAN,Curveball,96.0,108.7,16,64.8,-3.1,7.5,2003.9,5.7,5.5,-2.1
Keller Morey,LAG_RAN,Fastball,71.8,82.9,16,79.0,12.1,-4.8,1703.4,6.2,5.4,-2.2
Keller Morey,LAG_RAN,Slider,74.4,27.3,1,77.4,11.6,-4.1,1714.1,6.5,5.4,-2.4
Keller Shamburger,UNI_DAL,Fastball,76.7,68.7,17,83.0,14.1,13.1,2130.5,5.3,5.6,0.9
Keller Shamburger,UNI_DAL,Slider,104.3,120.1,11,74.9,5.0,-12.9,2389.0,4.6,5.2,1.1
Kelly Crumpton,TRO_TRJ,Fastball,103.2,104.4,47,93.6,16.7,14.6,2227.1,5.4,6.2,1.3
Kelly Crumpton,TRO_TRJ,Undefined,115.1,108.3,17,86.0,3.6,-0.3,2452.0,5.7,5.9,1.5
Kelly Crumpton,TRO_TRJ,Slider,120.1,84.7,15,81.3,-2.1,-6.4,2433.3,5.1,6.1,1.4
Kelly Crumpton,TRO_TRJ,Curveball,114.5,132.5,1,81.8,-6.5,-7.9,2500.0,5.1,6.0,1.3
Kelvin Battles,SOU_ARK2,Fastball,78.1,67.7,21,88.2,12.2,10.4,2146.8,5.3,5.5,2.2
Kelvin Battles,SOU_ARK2,Curveball,110.7,121.8,1,78.7,-6.1,-9.6,2721.6,4.5,5.5,2.1
Kelvin Feliciano,FLO_MEM,Fastball,87.1,87.8,38,80.0,17.5,12.6,1507.2,5.8,5.1,1.6
Kelvin Feliciano,FLO_MEM,ChangeUp,83.7,101.9,13,72.3,13.0,9.1,1233.2,6.0,4.9,1.6
Kelvin Feliciano,FLO_MEM,Curveball,97.5,59.5,9,66.9,9.1,-1.3,1491.4,6.1,4.8,1.6
Kelvin Feliciano,FLO_MEM,Slider,97.4,108.9,9,68.5,12.5,-0.7,1222.1,5.9,4.8,1.5
Kelvin Feliciano,FLO_MEM,Cutter,97.2,18.0,1,74.2,20.7,9.6,1711.5,6.5,4.9,1.6
Kemar Dove,PRA_PAN,Fastball,80.5,79.5,20,85.8,16.5,11.8,1718.7,6.2,6.1,0.7
Kemar Dove,PRA_PAN,Curveball,92.2,107.3,6,73.5,-2.1,-4.4,1902.3,5.8,6.2,0.6
Kemar Dove,PRA_PAN,ChangeUp,88.5,53.3,5,83.5,11.7,13.2,1519.4,6.4,6.1,0.5
Kemper Nix,LIM_STO,Fastball,101.6,110.1,395,88.0,18.8,-10.9,2334.4,6.4,6.4,-1.3
Kemper Nix,LIM_STO,Slider,119.7,110.5,174,78.2,0.4,8.2,2341.8,5.7,6.1,-1.7
Kemper Nix,LIM_STO,ChangeUp,91.9,90.9,60,82.9,13.2,-7.8,1744.2,6.2,6.3,-1.4
Kemper Nix,LIM_STO,Curveball,123.3,123.3,8,78.2,-2.7,12.2,2437.9,5.6,6.2,-1.7
Kemper Nix,LIM_STO,Sinker,137.4,22.3,1,77.5,1.9,16.9,2278.7,5.6,6.0,-1.7
Kemper Nix,LIM_STO,Undefined,67.8,63.8,1,,,,,,,
Kemper Omps,SHE_UNI,FourSeamFastBall,74.3,38.5,1,78.7,15.7,-11.5,1906.6,5.8,5.6,-1.5
Kenan Elarton,ARI_WIL,Slider,113.4,121.1,57,79.9,-0.6,-0.6,2091.6,5.7,6.0,1.0
Kenan Elarton,ARI_WIL,Fastball,77.9,83.9,28,87.9,12.5,11.6,2278.2,6.4,6.0,1.2
Kenan Elarton,ARI_WIL,ChangeUp,95.1,129.5,12,82.4,8.5,15.1,1802.1,6.0,6.0,1.1
Kenan Elarton,ARI_WIL,Curveball,103.4,96.1,5,73.5,-14.4,-7.2,1608.0,6.0,6.1,1.0
Kenan Elarton,ARI_WIL,Sinker,85.1,101.7,1,87.7,8.2,15.8,2328.6,6.7,5.9,1.2
Kendall Dove,UTS_ROA,Fastball,92.3,99.8,235,91.2,15.0,13.8,2146.2,6.1,6.2,1.6
Kendall Dove,UTS_ROA,ChangeUp,100.3,90.0,93,84.0,13.3,11.8,1904.0,6.5,5.9,1.9
Kendall Dove,UTS_ROA,TwoSeamFastBall,82.7,97.6,27,88.5,13.4,15.1,2057.1,6.2,6.2,1.9
Kendall Dove,UTS_ROA,Curveball,105.2,90.6,8,73.5,-1.7,-7.0,1978.0,5.9,5.9,1.8
Kendall Dove,UTS_ROA,Slider,104.5,163.8,1,73.9,-3.3,-8.4,1902.2,6.0,6.1,1.6
Kendall Hoffman,HOU_COU,Sinker,96.1,101.5,249,90.4,10.1,16.7,2267.0,5.9,5.3,1.2
Kendall Hoffman,HOU_COU,Slider,127.3,119.5,179,81.9,-0.3,-6.9,2625.2,5.6,5.4,1.4
Kendall Hoffman,HOU_COU,Fastball,97.1,96.5,74,90.7,12.1,16.1,2302.5,5.9,5.3,1.3
Kendall Hoffman,HOU_COU,ChangeUp,97.2,108.8,48,83.8,6.2,17.2,1795.7,5.8,5.3,1.6
Kendall Hoffman,HOU_COU,Curveball,113.7,106.1,44,79.0,-5.6,-9.1,2578.5,5.6,5.6,1.5
Kendall Hoffman,HOU_COU,Undefined,89.9,108.1,3,91.0,3.4,16.9,2191.6,5.8,5.3,0.9
Kendall Lyons,UIC_FLA,Fastball,98.2,96.8,311,90.3,19.2,9.1,2222.9,6.2,6.6,1.6
Kendall Lyons,UIC_FLA,ChangeUp,107.4,96.7,97,83.2,10.8,13.9,1847.0,6.1,6.6,2.0
Kendall Lyons,UIC_FLA,Slider,120.9,106.9,57,83.0,2.4,-1.1,2310.9,6.0,6.3,1.7
Kendall Lyons,UIC_FLA,Curveball,114.0,92.0,46,79.1,-12.6,-8.3,2389.3,5.8,6.2,1.6
Kendall Lyons,UIC_FLA,FourSeamFastBall,110.7,114.2,27,90.7,20.1,7.8,2266.6,6.0,6.4,1.6
Kendall Lyons,UIC_FLA,Cutter,116.5,86.5,13,83.6,6.4,0.3,2172.4,6.1,7.7,2.3
Kendall Lyons,UIC_FLA,Undefined,103.3,77.0,10,85.9,12.2,7.0,2187.8,6.1,8.5,2.4
Keni Ishikawa,SEA_RED,Fastball,103.6,104.9,366,89.8,16.6,-2.9,2170.1,6.3,5.6,-1.7
Keni Ishikawa,SEA_RED,Slider,116.9,110.0,130,77.9,-3.6,7.6,2585.1,5.9,5.5,-1.5
Keni Ishikawa,SEA_RED,Curveball,109.9,108.2,106,73.1,-9.2,9.8,2473.6,5.7,5.6,-1.5
Keni Ishikawa,SEA_RED,ChangeUp,112.0,102.7,60,81.1,4.8,-1.1,1680.7,5.8,5.6,-1.5
Keni Ishikawa,SEA_RED,Cutter,119.2,122.5,18,79.8,1.1,5.1,2496.4,5.9,5.5,-1.5
Keni Ishikawa,SEA_RED,Splitter,109.0,99.0,7,83.1,7.5,-6.2,1442.7,5.9,5.6,-1.5
Keni Ishikawa,SEA_RED,Undefined,67.8,63.8,1,,,,,,,
Kenji Miller,BEL_UNI,Fastball,87.1,120.5,2,84.4,9.1,-12.8,2122.5,6.2,5.2,-2.6
Kenji Miller,BEL_UNI,Slider,124.2,54.2,1,76.2,4.6,11.0,2644.8,5.4,5.0,-2.8
Kenji Pallares,LOY_LIO,Fastball,107.9,116.7,503,93.8,17.6,11.2,2171.4,5.8,6.0,1.6
Kenji Pallares,LOY_LIO,ChangeUp,115.6,117.0,170,85.3,6.3,14.3,1442.6,5.8,5.7,2.0
Kenji Pallares,LOY_LIO,Curveball,109.8,109.8,145,76.4,-11.7,-14.3,2352.0,5.3,6.1,1.6
Kenji Pallares,LOY_LIO,Slider,123.0,114.6,126,84.4,4.2,0.3,2175.4,5.5,5.9,1.8
Kenji Pallares,LOY_LIO,Cutter,121.5,107.5,80,85.6,7.7,1.7,2207.4,5.6,5.9,1.8
Kenji Pallares,LOY_LIO,Sinker,100.6,110.4,3,86.8,14.9,7.3,2111.7,5.8,5.9,1.8
Kenji Pallares,LOY_LIO,Undefined,67.8,63.8,3,,,,,,,
Kenji Pallares,LOY_LIO,Other,67.8,52.5,1,,,,,,,
Kenji Pallares,LOY_LIO,Sweeper,99.1,27.2,1,76.4,-4.1,-14.2,2408.7,5.3,6.3,1.4
Kenneth Jackson,SOU_JAG,Undefined,80.2,91.7,9,81.6,8.7,10.6,2026.6,6.2,5.6,2.1
Kenneth Miller,MID_GEO,Fastball,89.5,96.2,47,87.2,15.1,13.9,2178.1,6.0,6.3,2.1
Kenneth Miller,MID_GEO,Slider,107.5,91.9,20,77.7,-0.3,-10.1,2295.5,5.5,6.0,2.3
Kenneth Miller,MID_GEO,ChangeUp,111.0,86.1,13,81.4,2.1,9.4,1057.6,5.7,6.1,2.3
Kenney Fabian,ARK_LIO,Slider,107.9,109.2,75,76.2,2.7,-10.6,2399.7,5.1,5.0,1.2
Kenney Fabian,ARK_LIO,FourSeamFastBall,79.0,94.1,65,87.5,13.5,12.4,1987.1,5.1,5.3,0.9
Kenney Fabian,ARK_LIO,Fastball,83.4,93.4,64,88.1,14.1,12.0,1931.5,5.6,5.2,1.0
Kenney Fabian,ARK_LIO,Undefined,90.4,94.8,62,83.5,10.0,3.9,1969.0,5.3,5.2,0.9
Kenney Fabian,ARK_LIO,ChangeUp,88.3,110.1,17,82.5,5.8,14.8,1539.0,5.6,5.1,1.0
Kenny Carlisle,BAT_COL,Fastball,103.1,91.3,30,83.8,24.0,9.9,1994.9,6.1,6.1,1.2
Kenny Carlisle,BAT_COL,Slider,87.9,53.2,4,72.1,0.3,-2.8,2117.2,5.8,5.8,1.4
Kenny Carlisle,BAT_COL,ChangeUp,100.0,71.9,3,79.1,17.9,19.9,1977.1,6.3,5.7,1.4
Kenny Carlisle,BAT_COL,Curveball,85.3,52.9,1,67.9,-13.2,-2.1,2150.3,5.8,6.1,0.9
Kenny Gallardo,FUL_COL,Fastball,73.1,47.7,16,82.6,12.9,10.2,2110.2,6.0,5.6,1.6
Kenny Gallardo,FUL_COL,Slider,98.6,116.3,14,71.1,-2.0,-15.3,2382.2,5.3,5.7,1.5
Kenny Gallardo,FUL_COL,ChangeUp,106.1,19.2,1,69.4,-3.4,-20.9,2441.4,4.9,5.8,1.5
Kenny Kinzler,TUS_PIO,Fastball,67.7,80.2,10,71.9,16.0,0.1,1997.0,6.0,6.3,-1.4
Kenny Kinzler,TUS_PIO,Cutter,63.2,44.9,1,67.9,8.9,1.0,1869.8,6.0,6.3,-1.3
Kenny Kinzler,TUS_PIO,Slider,75.3,51.4,1,66.5,6.7,7.4,1885.3,6.0,6.1,-1.5
Kenny Michaels,WOF_TER,Fastball,104.2,113.7,362,88.8,21.4,-2.1,1965.1,5.5,6.7,-0.8
Kenny Michaels,WOF_TER,Slider,120.4,117.4,168,82.0,4.5,4.2,2040.3,5.8,6.3,-1.4
Kenny Michaels,WOF_TER,ChangeUp,113.1,89.1,85,82.6,6.8,-8.7,1488.7,6.4,6.1,-1.6
Kenny Michaels,WOF_TER,Undefined,67.8,63.8,15,,,,,,,
Kenny Michaels,WOF_TER,FourSeamFastBall,110.6,120.5,10,88.3,22.0,-0.3,2037.5,5.4,6.6,-0.6
Kenny Michaels,WOF_TER,Cutter,92.0,118.2,1,84.3,12.3,-5.1,2129.1,6.3,6.1,-1.2
Kensen Green,QUN_RYL,Sinker,89.9,79.2,34,87.9,14.3,-13.9,2005.6,5.4,5.4,-1.3
Kensen Green,QUN_RYL,ChangeUp,98.6,116.3,10,82.8,2.5,-15.9,1592.0,5.8,5.1,-1.6
Kensen Green,QUN_RYL,Sweeper,102.2,88.1,8,79.9,0.0,10.2,2474.4,5.2,5.2,-1.5
Kensen Green,QUN_RYL,FourSeamFastBall,97.0,94.0,3,88.9,13.9,-16.3,2002.4,5.3,5.4,-1.5
Kensen Green,QUN_RYL,Slider,114.1,40.9,3,81.6,1.9,1.4,2252.6,5.4,5.2,-1.4
Kenton Deverman,EVA_ACE,Fastball,94.0,110.8,454,89.4,16.4,-8.8,2026.7,5.7,6.1,-2.4
Kenton Deverman,EVA_ACE,FourSeamFastBall,107.7,116.2,137,90.0,18.0,-10.1,2139.9,5.6,6.0,-2.5
Kenton Deverman,EVA_ACE,Slider,110.1,121.6,135,76.6,-3.8,5.3,2277.5,5.3,5.9,-2.7
Kenton Deverman,EVA_ACE,ChangeUp,99.6,106.1,21,83.7,10.7,-11.3,1569.1,5.7,6.0,-2.6
Kenton Deverman,EVA_ACE,Curveball,105.5,90.5,3,76.3,-4.9,5.9,2159.5,5.2,5.9,-2.6
Kenton Deverman,EVA_ACE,TwoSeamFastBall,87.8,80.0,1,89.0,14.0,-11.4,2161.0,5.9,5.9,-2.8
Kenton Deverman,EVA_ACE,Undefined,67.8,63.8,1,,,,,,,
Kenton Wilson,GRA_CHR,Fastball,81.8,79.4,22,72.8,23.3,4.5,1789.3,5.7,5.9,1.0
Kenton Wilson,GRA_CHR,Slider,82.0,97.1,5,68.3,0.6,-8.7,1990.7,5.2,5.7,1.4
Kenton Wilson,GRA_CHR,Curveball,95.5,55.3,4,62.2,-14.6,-16.7,2062.2,5.2,5.8,1.2
Kenyon Collins,MAR_THU,Fastball,111.3,108.5,110,90.9,19.0,6.9,2390.4,5.9,5.9,2.3
Kenyon Collins,MAR_THU,Slider,115.1,98.7,26,80.0,-7.5,-7.1,2597.7,5.3,6.2,2.2
Kenyon Collins,MAR_THU,Curveball,114.2,78.5,19,77.0,-14.6,-8.0,2807.2,5.0,6.2,2.1
Kenyon Collins,MAR_THU,Undefined,127.3,116.3,19,91.4,16.8,5.8,2516.6,5.8,6.0,2.5
Kenyon Collins,MAR_THU,Cutter,111.7,84.4,13,87.4,6.7,0.0,2296.3,5.8,6.0,2.4
Kenyon Collins,MAR_THU,FourSeamFastBall,94.9,106.4,10,92.2,15.7,5.6,2443.9,5.6,5.8,2.6
Kenyon Collins,MAR_THU,Sinker,81.1,98.8,4,90.9,14.9,13.5,2426.8,5.8,5.9,2.4
Keon van' TKlooster,NIC_COL,Fastball,93.0,102.7,266,87.1,19.6,5.5,2016.1,6.4,6.2,1.4
Keon van' TKlooster,NIC_COL,Curveball,109.3,92.2,110,72.2,-11.5,-13.3,2590.5,5.9,6.1,1.7
Keon van' TKlooster,NIC_COL,Slider,104.6,101.2,82,79.4,5.7,-6.8,2215.8,6.2,5.7,2.1
Keon van' TKlooster,NIC_COL,ChangeUp,99.7,75.7,32,79.0,11.3,7.0,1716.1,6.3,5.8,2.2
Keon van' TKlooster,NIC_COL,FourSeamFastBall,85.8,84.0,30,87.6,18.5,5.7,1950.5,6.5,6.4,0.7
Keon van' TKlooster,NIC_COL,Cutter,105.2,114.4,3,80.2,9.7,-2.6,2182.7,5.9,5.8,1.8
Keshawn Wright,XAV_LOU,Fastball,91.8,71.0,5,80.5,21.0,12.3,2060.5,5.4,5.5,2.7
Kethan Vaquera,LON_BEA,Fastball,77.1,56.4,34,80.4,15.1,-3.1,2015.9,5.6,5.9,-1.4
Kethan Vaquera,LON_BEA,Curveball,92.6,89.4,5,69.9,-7.2,14.3,1741.6,5.1,5.7,-1.6
Kethan Vaquera,LON_BEA,Slider,88.5,130.4,4,75.6,5.8,5.5,1862.6,5.2,5.8,-1.5
Kethan Vaquera,LON_BEA,ChangeUp,85.0,117.2,3,77.3,10.3,-7.9,2029.9,5.8,5.9,-1.5
Kevin Baez,JEF_UNI,Fastball,88.6,105.0,45,85.6,18.5,5.5,2276.3,6.0,5.7,1.5
Kevin Baez,JEF_UNI,Slider,107.9,116.6,33,76.7,-0.4,-15.7,2630.7,5.6,5.4,1.7
Kevin Baez,JEF_UNI,ChangeUp,87.0,86.4,10,81.3,10.9,9.3,1799.8,6.1,5.4,1.8
Kevin Baez,JEF_UNI,Curveball,103.9,73.2,8,71.8,-8.5,-15.9,2568.2,5.6,5.6,1.4
Kevin Brown,WES_UNI1,ChangeUp,110.5,87.5,20,75.2,10.0,-20.3,1900.1,6.2,5.4,-1.7
Kevin Brown,WES_UNI1,Fastball,90.1,74.9,20,84.0,14.2,-18.4,1874.2,5.8,5.4,-1.7
Kevin Brown,WES_UNI1,Curveball,99.1,47.1,2,73.7,6.6,-7.0,1858.4,5.9,5.5,-1.6
Kevin Brown,WES_UNI1,FourSeamFastBall,94.2,94.4,2,83.4,15.6,-16.1,1854.7,5.8,5.5,-1.7
Kevin Brown,WES_UNI1,TwoSeamFastBall,83.1,152.4,1,81.9,13.7,-18.6,1807.7,5.9,5.5,-1.8
Kevin Figueredo,AVE_MAR,Fastball,107.5,109.9,217,88.9,15.1,-15.2,2169.3,5.4,5.2,-3.2
Kevin Figueredo,AVE_MAR,Slider,121.9,120.1,95,77.5,2.8,9.9,2334.0,5.1,5.0,-3.3
Kevin Figueredo,AVE_MAR,ChangeUp,97.4,94.8,82,82.0,2.9,-12.6,1647.4,5.5,5.0,-3.4
Kevin Figueredo,AVE_MAR,Cutter,99.8,105.2,27,84.6,8.9,-6.3,2211.3,5.4,5.2,-3.2
Kevin Figueredo,AVE_MAR,Curveball,111.4,110.1,11,75.0,-5.5,14.7,2423.3,5.1,5.1,-3.0
Kevin Jaxel,VIR_CAV,FourSeamFastBall,93.8,94.6,127,89.9,17.5,5.9,2193.5,5.8,6.0,1.6
Kevin Jaxel,VIR_CAV,Slider,121.6,118.8,120,83.5,2.1,-4.2,2393.7,5.4,5.9,1.8
Kevin Jaxel,VIR_CAV,Fastball,95.2,95.6,81,90.6,17.2,6.2,2158.1,6.1,6.2,1.5
Kevin Jaxel,VIR_CAV,ChangeUp,111.4,98.8,36,84.5,4.1,15.5,1370.0,6.0,5.7,2.0
Kevin Jaxel,VIR_CAV,Cutter,118.5,99.6,28,84.8,5.3,-0.5,2341.6,5.5,5.9,1.8
Kevin Jaxel,VIR_CAV,Curveball,111.3,101.4,7,80.0,-6.5,-4.1,2173.4,5.3,6.1,1.4
Kevin Kell,FAI_STA,Fastball,107.6,103.8,79,91.2,19.7,10.3,2122.5,6.4,5.9,1.1
Kevin Kell,FAI_STA,Curveball,115.6,117.2,42,79.6,-12.2,-8.1,2300.4,6.2,5.9,1.1
Kevin Kell,FAI_STA,Slider,115.5,98.7,25,80.6,-6.0,-9.5,2366.3,6.0,5.8,1.2
Kevin Kell,FAI_STA,FourSeamFastBall,95.6,92.6,8,89.8,19.7,10.1,2051.5,5.7,5.9,1.0
Kevin Kell,FAI_STA,ChangeUp,95.4,73.3,1,86.6,8.6,9.8,1696.0,7.0,5.6,1.6
Kevin Mannell,MSU_BDG,Sinker,101.1,112.2,127,89.4,1.1,19.4,2348.7,6.2,4.6,2.7
Kevin Mannell,MSU_BDG,Slider,129.9,109.4,66,81.0,2.1,-12.3,2809.1,5.7,4.5,2.7
Kevin Mannell,MSU_BDG,ChangeUp,88.8,74.9,8,86.8,1.8,14.2,1818.7,5.8,4.7,2.8
Kevin Mannell,MSU_BDG,Cutter,128.2,131.5,4,83.6,5.6,-2.6,2745.4,6.1,4.5,2.7
Kevin Martin,FLO_PAN,Fastball,87.6,91.0,297,90.1,15.6,10.6,1978.2,6.3,6.2,1.5
Kevin Martin,FLO_PAN,Slider,118.7,121.1,158,81.5,-1.8,-7.7,2256.4,6.0,6.2,1.5
Kevin Martin,FLO_PAN,Cutter,114.9,114.3,113,85.0,3.7,-1.7,2244.1,6.1,6.2,1.5
Kevin Martin,FLO_PAN,Sinker,90.4,87.3,26,91.3,12.8,15.3,2019.1,6.3,6.2,1.5
Kevin Martin,FLO_PAN,ChangeUp,104.1,97.8,18,82.8,9.2,9.9,1712.3,6.5,6.1,1.4
Kevin Martin,FLO_PAN,Curveball,119.2,118.3,13,81.2,-2.3,-2.6,2206.5,5.9,6.2,1.8
Kevin Matos,TEN_TEC,Fastball,77.7,93.6,21,87.6,15.4,11.6,2130.0,5.7,5.7,1.0
Kevin Matos,TEN_TEC,FourSeamFastBall,90.6,98.6,12,87.6,15.8,11.7,2427.5,5.9,5.3,1.1
Kevin Matos,TEN_TEC,Slider,102.0,61.6,10,76.1,-1.4,-9.1,2308.9,5.5,5.5,1.0
Kevin Matos,TEN_TEC,ChangeUp,101.4,68.5,6,79.7,4.5,12.5,1509.9,6.0,5.6,1.2
Kevin Maurer,NAV_MID,Fastball,90.4,95.0,166,84.1,14.0,-6.1,2221.4,5.9,4.9,-1.9
Kevin Maurer,NAV_MID,Slider,103.6,104.0,61,76.1,-1.2,9.4,2344.5,5.4,4.8,-2.0
Kevin Maurer,NAV_MID,ChangeUp,91.3,94.9,14,80.4,5.0,-16.5,1550.5,5.9,4.7,-2.2
