Pitcher,PitcherTeam,TaggedPitchType,StuffPlus,PitchingPlus,Pitch_Count,Avg_Velocity,Avg_InducedVert,Avg_HorzBreak,Avg_SpinRate,Avg_Extension,Avg_RelHeight,Avg_RelSide
Cameron Nielson,UTA_UTE,Sweeper,95.2,101.7,16,80.9,-8.5,-10.1,2353.2,5.2,5.3,3.1
Cameron Nielson,UTA_UTE,Curveball,107.9,154.7,3,81.4,-13.2,-10.7,2259.1,5.3,5.3,3.2
Cameron Nielson,UTA_UTE,Other,67.8,52.5,1,,,,,,,
Cameron O'Banan,TEX_BOB,Fastball,98.4,94.9,98,90.2,18.4,5.9,2032.7,6.7,5.9,0.8
Cameron O'Banan,TEX_BOB,Curveball,106.7,95.7,27,76.2,-10.8,-3.3,1996.3,6.1,6.0,0.8
Cameron O'Banan,TEX_BOB,Undefined,112.5,110.1,21,85.6,12.5,3.9,1974.9,6.3,5.8,0.8
Cameron O'Banan,TEX_BOB,ChangeUp,127.5,75.7,20,79.8,10.3,9.8,1552.1,6.8,6.0,0.8
Cameron O'Banan,TEX_BOB,Slider,115.1,66.7,5,79.5,3.2,5.8,1707.0,6.9,6.1,1.2
Cameron O'Banan,TEX_BOB,Sinker,106.1,33.8,1,75.6,-14.8,-5.0,2129.8,6.7,6.0,0.3
Cameron O'Neill,CAM_COL,Fastball,83.7,96.9,83,85.2,16.1,12.5,2042.2,6.5,5.2,1.2
Cameron O'Neill,CAM_COL,Curveball,96.1,110.8,34,70.5,-7.5,-9.6,1912.7,5.7,5.2,1.2
Cameron Padgett,NOR_TAR,Fastball,100.3,105.7,201,92.3,16.3,9.5,2067.5,5.7,5.7,1.8
Cameron Padgett,NOR_TAR,Slider,114.0,114.7,110,82.6,3.8,-1.5,2071.5,5.8,5.5,2.1
Cameron Padgett,NOR_TAR,ChangeUp,109.2,105.3,63,82.8,8.7,11.0,1886.4,5.6,5.4,2.2
Cameron Padgett,NOR_TAR,FourSeamFastBall,100.6,103.6,29,92.2,16.1,8.6,2119.3,5.8,5.8,2.0
Cameron Padgett,NOR_TAR,Curveball,117.1,134.6,1,82.6,3.8,-1.9,2322.6,5.5,5.4,1.9
Cameron Padgett,NOR_TAR,Knuckleball,118.1,17.3,1,92.4,19.2,6.2,1991.4,5.8,5.8,1.9
Cameron Schuster,UNI_COM,Fastball,84.7,105.0,15,87.5,16.5,4.6,2072.0,6.4,5.9,0.9
Cameron Schuster,UNI_COM,Slider,111.6,87.1,2,76.9,6.4,-5.5,2344.7,5.5,5.8,0.9
Cameron Schuster,UNI_COM,ChangeUp,119.3,57.8,1,80.4,1.9,2.0,2288.0,5.6,5.8,1.1
Cameron Scott,ASH_UNI,ChangeUp,100.7,106.3,162,80.6,9.5,14.0,1425.3,6.2,5.8,2.1
Cameron Scott,ASH_UNI,Fastball,84.1,90.7,116,87.6,16.8,11.2,2064.3,6.6,5.8,2.0
Cameron Scott,ASH_UNI,Slider,97.2,100.1,62,76.2,-4.8,-8.5,1978.8,5.8,5.7,2.2
